epoch,train_loss,val_loss,lr,elapsed_seconds,stopped_early
0,1.9524774042408117,2.474069987573931,0.001,10.299,False
1,1.2454136020681832,1.4249953339176793,0.0009999383779245895,20.642,False
2,0.9792133422380083,0.9886003598090141,0.000999753526902683,31.1,False
3,0.7424811540025004,0.7009815342964665,0.0009994454925435043,41.531,False
4,0.5264429446686519,0.4561249796421297,0.000999014350849922,52.036,False
5,0.35660160425003995,0.31829386180446995,0.0009984602081996978,62.451,False
6,0.22684092016032573,0.23619984859420406,0.0009977832013192388,72.934,False
7,0.13658951875868808,0.12619353830814362,0.0009969834972498627,83.25,False
8,0.08108572218190419,0.09038901353074659,0.000996061293306582,93.721,False
9,0.05492712226643991,0.06120285836438979,0.0009950168170294207,104.111,False
10,0.046131371363495176,0.04649787708636253,0.0009938503261272716,114.362,False
11,0.04071618319394883,0.050621108782868234,0.0009925621084143099,124.885,False
12,0.03996075400977992,0.03946863319123945,0.0009911524817389804,135.21,False
13,0.03813030344716618,0.049292773489029176,0.0009896217939055723,145.63,False
14,0.03829209422797299,0.0395382865061683,0.0009879704225884047,156.015,False
15,0.035560157317458915,0.03903183148753259,0.0009861987752386398,166.331,False
16,0.03331891583341561,0.04068518802523613,0.0009843072889837514,176.752,False
17,0.031184990356644886,0.0393597001750623,0.0009822964305196704,187.102,False
18,0.030018552091349376,0.03838493302464485,0.0009801666959956333,197.448,False
19,0.028724185327130756,0.027804544255618128,0.0009779186108917661,208.021,False
20,0.025528444730666247,0.03077738083177997,0.0009755527298894296,218.516,False
21,0.023508524082684785,0.024220486081415606,0.0009730696367343592,229.038,False
22,0.022074791989969405,0.025350651373305628,0.0009704699440926359,239.446,False
23,0.01992564451661003,0.025756502403847633,0.0009677542933995191,249.845,False
24,0.020075635461325056,0.02277560465999188,0.0009649233547011819,260.246,False
25,0.021071872663464438,0.01971902073391022,0.000961977826489388,270.571,False
26,0.018827497414993438,0.021499402400466702,0.0009589184355291488,280.99,False
27,0.017440970338295014,0.022726925871064587,0.0009557459366794051,291.453,False
28,0.01812127988073933,0.018400721312049898,0.000952461112706777,301.876,False
29,0.01723060283935472,0.020636117326155785,0.0009490647740924278,312.37,False
30,0.016888440011090106,0.01678725265927853,0.00094555775883209,322.744,False
31,0.0153994071663598,0.016476598598303333,0.0009419409322293028,333.181,False
32,0.01494081062003133,0.014684062180740217,0.0009382151866819101,343.998,False
33,0.014883906004971333,0.016720065065929966,0.0009343814414618769,354.75,False
34,0.01597643555717522,0.017124312118657174,0.0009304406424884702,365.402,False
35,0.016105150824852203,0.017876248626459028,0.0009263937620948695,376.04,False
36,0.015570293222501707,0.016862651753810146,0.000922241798788257,386.832,False
37,0.014805349992232377,0.01747416386440877,0.0009179857770034514,397.118,False
38,0.015423456060417583,0.01780375075196066,0.000913626746850144,407.329,False
39,0.014488159814912282,0.016027524586646788,0.0009091657838537996,417.568,False
40,0.013920531064020783,0.013057962090017335,0.0009046039886902867,427.894,False
41,0.013433319506015671,0.017367015562711224,0.0008999424869143022,438.219,False
42,0.014376291387787695,0.015716203067812226,0.0008951824286816578,448.455,False
43,0.01434756290125713,0.017266540998412717,0.000890324988465496,458.663,False
44,0.013823636472643761,0.014181443249746677,0.0008853713647665071,468.94,False
45,0.013408395671024082,0.013605116445931697,0.0008803227798172159,479.225,False
46,0.01331532032888257,0.013374202103624422,0.000875180479280415,489.52,False
47,0.01330768484412954,0.013065915765060533,0.0008699457319418159,499.608,False
48,0.012876846911281013,0.012536925804470815,0.0008646198293969954,509.765,False
49,0.013123681015345487,0.014238325668679129,0.0008592040857327133,520.021,False
50,0.013436953422058834,0.012708473319728528,0.0008536998372026807,530.187,False
51,0.01293941501402453,0.012438982334588804,0.0008481084418978612,540.463,False
52,0.012554810884712117,0.012213203905811232,0.0008424312794113802,550.606,False
53,0.01207821679123667,0.013293436818545865,0.0008366697504981319,560.785,False
54,0.012261866382584813,0.0117028767483369,0.0008308252767291642,570.907,False
55,0.011804839052008778,0.012030125926098516,0.0008248993001409269,581.031,False
56,0.012322783260867836,0.0117801490329927,0.0008188932828794706,591.181,False
57,0.012227236220006193,0.011863578982170551,0.0008128087068396848,601.349,False
58,0.01163697854898284,0.011980344090730913,0.0008066470732996619,611.503,False
59,0.011496774642989876,0.01101744853921475,0.0008004099025502792,622.466,False
60,0.01158438151011641,0.011648916849686254,0.0007940987335200905,632.991,False
61,0.011601676379612992,0.011112841026436898,0.0007877151233956178,643.126,False
