epoch,train_loss,val_loss,lr,elapsed_seconds,stopped_early
0,1.9140441297145372,2.9246502537881174,0.001,9.857,False
1,1.3461691154522841,1.6185572108914774,0.0009999383779245895,19.849,False
2,1.0650251199690144,1.173422936470278,0.000999753526902683,29.733,False
3,0.8177434949392683,0.850422203540802,0.0009994454925435043,39.617,False
4,0.6043757481521435,0.5757808358438553,0.000999014350849922,49.59,False
5,0.42597796508435454,0.40501294982048774,0.0009984602081996978,59.825,False
6,0.28911739671498204,0.26787671254527184,0.0009977832013192388,70.529,False
7,0.18714616087715277,0.1575650106514654,0.0009969834972498627,80.541,False
8,0.11720616906211617,0.11148926255203062,0.000996061293306582,90.464,False
9,0.07618651781859023,0.07555420576564727,0.0009950168170294207,100.726,False
10,0.05687604179040769,0.05385722940967929,0.0009938503261272716,111.247,False
11,0.047736357227804956,0.055125251292221004,0.0009925621084143099,121.433,False
12,0.04691569147150168,0.051487830858076775,0.0009911524817389804,131.506,False
13,0.04004901132724258,0.04236961192181034,0.0009896217939055723,141.504,False
14,0.035903480824794665,0.0503967453635508,0.0009879704225884047,151.474,False
15,0.034522805781511776,0.04150743325871806,0.0009861987752386398,161.436,False
16,0.030087291064222206,0.032346151769161224,0.0009843072889837514,171.46,False
17,0.027971294781800066,0.02775109913800993,0.0009822964305196704,181.421,False
18,0.02484663793545091,0.030926715582609177,0.0009801666959956333,191.277,False
19,0.024877136635981248,0.02798534695419573,0.0009779186108917661,201.114,False
20,0.023772108776683218,0.023402988790504394,0.0009755527298894296,210.931,False
21,0.022232335793335785,0.0218876633312433,0.0009730696367343592,220.968,False
22,0.021907510235905647,0.026142813565750277,0.0009704699440926359,231.079,False
23,0.02097333800256922,0.02482262608264723,0.0009677542933995191,241.213,False
24,0.020475996302419835,0.03557120215508246,0.0009649233547011819,251.416,False
25,0.022054844274279777,0.024213066324591637,0.000961977826489388,261.583,False
26,0.0200471082137207,0.01923572314122031,0.0009589184355291488,271.542,False
27,0.019834965886024947,0.02617481825572829,0.0009557459366794051,281.472,False
28,0.019896696290273345,0.021203563819008488,0.000952461112706777,291.362,False
29,0.018712071953027435,0.019522036455811992,0.0009490647740924278,301.26,False
30,0.018644839106650834,0.02285286183318784,0.00094555775883209,311.104,False
31,0.0176143604592326,0.017832200373372725,0.0009419409322293028,321.0,False
32,0.016991069938024777,0.017108059157767603,0.0009382151866819101,330.881,False
33,0.01680258774522985,0.019415272640124444,0.0009343814414618769,340.845,False
34,0.017756576597523152,0.01741977336425935,0.0009304406424884702,351.039,False
35,0.017212657676486488,0.028700193690676844,0.0009263937620948695,361.161,False
36,0.01843940175734879,0.01945705904114631,0.000922241798788257,371.258,False
37,0.016903022073962715,0.017775669573776184,0.0009179857770034514,381.342,False
38,0.01763792166465454,0.017351987140793956,0.000913626746850144,391.456,False
39,0.01626985202009758,0.016855502741471413,0.0009091657838537996,401.598,False
40,0.0165548962907175,0.017319497622309193,0.0009046039886902867,411.902,False
41,0.016095334684915755,0.0182323690744177,0.0008999424869143022,422.23,False
42,0.01663228246812405,0.016284346159908078,0.0008951824286816578,432.211,False
43,0.015599579560790168,0.014638506296661592,0.000890324988465496,442.2,False
44,0.01566314755865697,0.018032294007078294,0.0008853713647665071,452.346,False
45,0.016060930770936975,0.015728129614745418,0.0008803227798172159,462.688,False
46,0.01585226792716578,0.016931436715587493,0.000875180479280415,472.841,False
47,0.015645668831434142,0.016894491269223152,0.0008699457319418159,484.181,False
48,0.01522463085025214,0.01574238035227022,0.0008646198293969954,495.059,False
49,0.014956556930300895,0.015347787058882175,0.0008592040857327133,505.739,False
50,0.015031117255265793,0.014350971597577295,0.0008536998372026807,516.464,False
51,0.014632231043128486,0.015009499034814296,0.0008481084418978612,527.227,False
52,0.01502139705201883,0.014378916171769942,0.0008424312794113802,538.533,False
53,0.014667878387851661,0.015041366580032533,0.0008366697504981319,550.502,False
54,0.014622007297833315,0.013921904617980603,0.0008308252767291642,561.13,False
55,0.014125041527610816,0.013330355226512878,0.0008248993001409269,571.754,False
56,0.014104313541496738,0.015311412873768037,0.0008188932828794706,581.936,False
57,0.014511241546172775,0.01780796687929861,0.0008128087068396848,592.066,False
58,0.014285062094417851,0.013263150028163386,0.0008066470732996619,602.126,False
59,0.013927741447107846,0.013844381026442974,0.0008004099025502792,612.174,False
60,0.01382448056482532,0.01353965342165001,0.0007940987335200905,622.212,False
61,0.013786738026845321,0.014371750125240895,0.0007877151233956178,632.274,False
62,0.013654520421215658,0.01383722182964125,0.0007812606472371394,642.29,False
63,0.013902064172153393,0.013925556153539688,0.0007747368975900669,652.397,False
64,0.01381830240107989,0.013326636575643093,0.0007681454840920088,662.537,False
65,0.01348904042054763,0.013754205838326485,0.0007614880330756164,672.615,False
66,0.01356374230654387,0.013558443605659469,0.0007547661871673104,682.614,False
67,0.013566851301976804,0.013382061534831602,0.0007479816048819876,692.767,False
68,0.013223905513963003,0.01348544573110919,0.0007411359602138067,703.246,False
69,0.01333390615796775,0.012648054939364233,0.0007342309422231564,713.537,False
70,0.013303858552421078,0.014071122112293397,0.0007272682546199036,724.313,False
71,0.013175362386227994,0.012975622298977068,0.0007202496153430295,734.883,False
72,0.013158898926183079,0.012817416310070022,0.0007131767561367538,745.176,False
73,0.013098312112806218,0.013368669566848585,0.0007060514221232519,755.354,False
74,0.013276898145173372,0.013080685669856687,0.0006988753713720729,765.957,False
75,0.01317905384544911,0.014719366726856078,0.0006916503744663625,776.406,False
76,0.013114140567819723,0.012189550145018485,0.0006843782140659968,786.677,False
77,0.01287835030659531,0.011945769220830934,0.000677060684467739,796.671,False
78,0.012441788831453644,0.014064776410739268,0.0006696995911625233,806.69,False
79,0.012244367522051495,0.012363883065840891,0.0006622967503899758,816.652,False
80,0.01187033804782321,0.01143242794299318,0.0006548539886902864,826.639,False
81,0.011799811678572317,0.012173464942363,0.000647373142453536,836.678,False
82,0.012109495113404948,0.012098217383027077,0.0006398560574665952,846.667,False
83,0.011872809338435698,0.011247077085558445,0.0006323045884577039,856.635,False
84,0.011519694198550803,0.010714974705009692,0.000624720598638845,866.591,False
85,0.01142442999721578,0.010848047752534189,0.000617105959246025,876.958,False
86,0.01135816192777639,0.010728687708896975,0.0006094625490775733,887.222,False
87,0.011151340852878737,0.010878218518149468,0.0006017922540305783,897.383,False
88,0.011051188348635528,0.010666249259825676,0.0005940969666355699,907.588,False
89,0.010766227530796877,0.012523382331334775,0.0005863785855895654,917.765,False
90,0.011301069049520438,0.011187003625016059,0.0005786390152875957,927.938,False
91,0.01093619732248984,0.011402630848028967,0.000570880165352823,938.005,False
92,0.010692193350765142,0.010309366389147697,0.0005631039501653704,948.084,False
93,0.010591515748018629,0.010658864923302204,0.0005553122883899776,958.465,False
94,0.01077797787075632,0.01022760774339399,0.0005475071025025983,968.59,False
95,0.010666267883576703,0.010350805707275867,0.0005396903183160591,978.785,False
96,0.01057860366162959,0.011755795308178472,0.0005318638645048925,988.919,False
97,0.010933157862321045,0.011136501366572996,0.0005240296721294668,998.939,False
98,0.01058922858720415,0.010439328879358308,0.0005161896741595254,1008.985,False
99,0.010482184002908427,0.00986180616722953,0.0005083458049972547,1019.103,False
100,0.010418680391870858,0.010337654801626359,0.0005005000000000003,1029.493,False
101,0.010335007671978367,0.010632993983885935,0.000492654195002746,1039.841,False
102,0.010410028133080916,0.009738687636150468,0.0004848103258404752,1050.356,False
103,0.010202608814232805,0.009830595625023688,0.0004769703278705338,1060.744,False
104,0.0101496357512608,0.009311234007679647,0.00046913613549510823,1070.808,False
105,0.009808616158081575,0.009501675534392557,0.0004613096816839418,1080.864,False
106,0.010065069694197579,0.00963121649598883,0.00045349289749740235,1090.873,False
107,0.009880010551364903,0.010863612976766402,0.0004456877116100232,1101.282,False
108,0.010462869335426374,0.009494402415810092,0.00043789604983463036,1111.741,False
