epoch,train_loss,val_loss,lr,elapsed_seconds,stopped_early
0,1.7127741387720858,2.3180734803599696,0.001,10.418,False
1,0.9058309706409325,1.0537971027435795,0.0009999383779245895,20.657,False
2,0.6715802168578244,0.6570417804102744,0.000999753526902683,30.585,False
3,0.47894403907690153,0.537105389179722,0.0009994454925435043,40.667,False
4,0.3240745958317532,0.35335593646572483,0.000999014350849922,50.795,False
5,0.20131281453571961,0.20199332650630705,0.0009984602081996978,60.863,False
6,0.1148622092906009,0.10943104350759138,0.0009977832013192388,70.897,False
7,0.06376170601402775,0.06253922286052857,0.0009969834972498627,81.177,False
8,0.04494849533847209,0.05111972567054533,0.000996061293306582,91.227,False
9,0.03970184545503574,0.043373206209751866,0.0009950168170294207,101.258,False
10,0.03681393968087904,0.03810822819509814,0.0009938503261272716,111.145,False
11,0.03425857177778576,0.041318719665850365,0.0009925621084143099,121.004,False
12,0.03463483225093799,0.03575789363634202,0.0009911524817389804,130.751,False
13,0.029318890900591785,0.032178304849132415,0.0009896217939055723,140.832,False
14,0.026451501576753144,0.028311261066025304,0.0009879704225884047,150.82,False
15,0.026585456862878262,0.02912012012975831,0.0009861987752386398,160.937,False
16,0.024091053607591083,0.02467355528666127,0.0009843072889837514,170.926,False
17,0.02163674927243356,0.02202977882998605,0.0009822964305196704,180.89,False
18,0.020462311218293866,0.02113108787565462,0.0009801666959956333,190.724,False
19,0.019201324562008463,0.023126638584559964,0.0009779186108917661,200.545,False
20,0.018835355799770758,0.019134026020765305,0.0009755527298894296,210.327,False
21,0.017369679834568098,0.01819244405675319,0.0009730696367343592,220.184,False
22,0.016812369771552888,0.018845713126563256,0.0009704699440926359,230.138,False
23,0.016986644732650748,0.017198616278267676,0.0009677542933995191,239.911,False
24,0.017074152052904783,0.019680320014876705,0.0009649233547011819,249.952,False
25,0.016346306854000923,0.019623570324432467,0.000961977826489388,259.745,False
26,0.016993511803029628,0.018270551437331785,0.0009589184355291488,269.612,False
27,0.017423173873109765,0.020297723732167674,0.0009557459366794051,280.5,False
28,0.016535059768664703,0.016925693279312502,0.000952461112706777,290.836,False
29,0.01604213337466288,0.015945035423482617,0.0009490647740924278,301.105,False
30,0.01562217158380519,0.015435175159044804,0.00094555775883209,311.26,False
31,0.014713156183532784,0.014376913738106527,0.0009419409322293028,321.324,False
32,0.013863442727270421,0.01415842263809135,0.0009382151866819101,331.347,False
33,0.013701729350880291,0.015966321852418683,0.0009343814414618769,341.519,False
34,0.014381546527147293,0.01378976337371334,0.0009304406424884702,352.281,False
35,0.013853240067536911,0.014998241387788326,0.0009263937620948695,362.292,False
36,0.014213271700682935,0.014556931451924385,0.000922241798788257,372.247,False
37,0.013867735883660531,0.014468123625603414,0.0009179857770034514,382.103,False
38,0.014344343748152926,0.014933710827702475,0.000913626746850144,392.019,False
39,0.013844257136911488,0.012879791879846204,0.0009091657838537996,401.938,False
40,0.013535041037653938,0.012772970862926976,0.0009046039886902867,411.985,False
41,0.012879564133838992,0.01285533835330317,0.0008999424869143022,422.148,False
42,0.01303335028083137,0.014211676984785064,0.0008951824286816578,432.135,False
