generation,individual,neg_auroc,latency_ms,peak_ram_mb,energy_mj,valid,error,candidate,metrics
18,0,-0.8293650793650794,13.938622951507568,1771.4531,9999.0,True,,"{""arch_spec"": {""family"": ""autoencoder"", ""input_size"": 256, ""depth"": 4, ""channels"": [48, 48, 192, 16], ""kernel_size"": [3, 3, 5, 7], ""block_type"": [""ir"", ""ir"", ""ir"", ""ds""], ""bottleneck_ratio"": [6.0, 2.0, 2.0, 1.0], ""skip_connections"": [true, true, true, false], ""attention"": [""eca"", ""eca"", ""eca"", ""se""]}, ""quant_spec"": {""weight_bits"": [4, 6, 4, 8], ""act_bits"": [6, 4, 8, 6], ""symmetric"": false, ""per_channel"": true, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 8, ""layer_weight_bits"": [4, 6, 4, 8], ""layer_act_bits"": [6, 4, 8, 6]}}",{}
18,1,-0.8396825396825397,14.304748757680256,1778.8945,9999.0,True,,"{""arch_spec"": {""family"": ""unet"", ""input_size"": 224, ""depth"": 2, ""channels"": [96, 96], ""kernel_size"": [5, 7], ""block_type"": [""ir"", ""ds""], ""bottleneck_ratio"": [6.0, 1.0], ""skip_connections"": [true, false], ""attention"": [""cbam"", ""none""]}, ""quant_spec"": {""weight_bits"": [6, 8], ""act_bits"": [6, 6], ""symmetric"": true, ""per_channel"": false, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 6, ""layer_weight_bits"": [6, 8], ""layer_act_bits"": [6, 6]}}",{}
18,2,-0.8587301587301588,14.04456958770752,1788.7109,9999.0,True,,"{""arch_spec"": {""family"": ""autoencoder"", ""input_size"": 224, ""depth"": 4, ""channels"": [24, 192, 24, 192], ""kernel_size"": [7, 7, 7, 5], ""block_type"": [""ir"", ""conv"", ""ir"", ""ds""], ""bottleneck_ratio"": [2.0, 2.0, 0.5, 0.5], ""skip_connections"": [false, false, true, true], ""attention"": [""cbam"", ""eca"", ""none"", ""spatial""]}, ""quant_spec"": {""weight_bits"": [8, 4, 6, 4], ""act_bits"": [6, 8, 4, 4], ""symmetric"": true, ""per_channel"": false, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 6, ""layer_weight_bits"": [8, 4, 6, 4], ""layer_act_bits"": [6, 8, 4, 4]}}",{}
18,3,-0.8761904761904762,12.867824077606201,1879.9844,9999.0,True,,"{""arch_spec"": {""family"": ""autoencoder"", ""input_size"": 224, ""depth"": 2, ""channels"": [96, 96], ""kernel_size"": [5, 7], ""block_type"": [""ir"", ""ds""], ""bottleneck_ratio"": [6.0, 1.0], ""skip_connections"": [true, false], ""attention"": [""cbam"", ""none""]}, ""quant_spec"": {""weight_bits"": [6, 8], ""act_bits"": [8, 6], ""symmetric"": true, ""per_channel"": true, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 6, ""layer_weight_bits"": [6, 8], ""layer_act_bits"": [8, 6]}}",{}
18,4,-0.8944444444444445,14.67645133336385,1772.4492,9999.0,True,,"{""arch_spec"": {""family"": ""patch_cnn"", ""input_size"": 256, ""depth"": 4, ""channels"": [24, 192, 24, 192], ""kernel_size"": [7, 7, 7, 5], ""block_type"": [""ir"", ""conv"", ""ir"", ""ds""], ""bottleneck_ratio"": [2.0, 2.0, 0.5, 0.5], ""skip_connections"": [false, false, true, true], ""attention"": [""cbam"", ""eca"", ""none"", ""spatial""]}, ""quant_spec"": {""weight_bits"": [8, 4, 6, 4], ""act_bits"": [6, 8, 4, 4], ""symmetric"": true, ""per_channel"": false, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 6, ""layer_weight_bits"": [8, 4, 6, 4], ""layer_act_bits"": [6, 8, 4, 4]}}",{}
18,5,-0.8587301587301588,13.334908866882325,1862.7734,9999.0,True,,"{""arch_spec"": {""family"": ""patch_cnn"", ""input_size"": 224, ""depth"": 5, ""channels"": [192, 64, 16, 64, 24], ""kernel_size"": [3, 3, 7, 5, 3], ""block_type"": [""conv"", ""conv"", ""conv"", ""conv"", ""conv""], ""bottleneck_ratio"": [1.0, 6.0, 0.5, 0.5, 0.5], ""skip_connections"": [false, true, false, false, false], ""attention"": [""se"", ""none"", ""none"", ""none"", ""none""]}, ""quant_spec"": {""weight_bits"": [6, 4, 4, 4, 8], ""act_bits"": [8, 8, 4, 4, 4], ""symmetric"": true, ""per_channel"": true, ""mixed_precision"": true, ""global_weight_bits"": 4, ""global_act_bits"": 6, ""layer_weight_bits"": [6, 4, 4, 4, 8], ""layer_act_bits"": [8, 8, 4, 4, 4]}}",{}
18,6,-0.884920634920635,14.093373934427897,1884.3867,9999.0,True,,"{""arch_spec"": {""family"": ""unet"", ""input_size"": 224, ""depth"": 2, ""channels"": [32, 96], ""kernel_size"": [5, 7], ""block_type"": [""ir"", ""ds""], ""bottleneck_ratio"": [6.0, 1.0], ""skip_connections"": [true, false], ""attention"": [""cbam"", ""none""]}, ""quant_spec"": {""weight_bits"": [6, 8], ""act_bits"": [8, 6], ""symmetric"": true, ""per_channel"": true, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 6, ""layer_weight_bits"": [6, 8], ""layer_act_bits"": [8, 6]}}",{}
18,7,-0.7984126984126985,13.722698656717936,1730.4023,9999.0,True,,"{""arch_spec"": {""family"": ""student_teacher"", ""input_size"": 192, ""depth"": 2, ""channels"": [32, 96], ""kernel_size"": [5, 7], ""block_type"": [""ir"", ""ds""], ""bottleneck_ratio"": [6.0, 1.0], ""skip_connections"": [true, false], ""attention"": [""cbam"", ""none""]}, ""quant_spec"": {""weight_bits"": [6, 8], ""act_bits"": [8, 6], ""symmetric"": true, ""per_channel"": true, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 6, ""layer_weight_bits"": [6, 8], ""layer_act_bits"": [8, 6]}}",{}
18,8,-0.8706349206349207,13.643813355763752,1815.0312,9999.0,True,,"{""arch_spec"": {""family"": ""unet"", ""input_size"": 224, ""depth"": 5, ""channels"": [16, 48, 24, 48, 256], ""kernel_size"": [5, 7, 5, 7, 5], ""block_type"": [""conv"", ""ir"", ""ir"", ""conv"", ""ir""], ""bottleneck_ratio"": [1.0, 4.0, 4.0, 2.0, 4.0], ""skip_connections"": [false, false, false, false, true], ""attention"": [""none"", ""eca"", ""spatial"", ""se"", ""spatial""]}, ""quant_spec"": {""weight_bits"": 4, ""act_bits"": 8, ""symmetric"": true, ""per_channel"": true, ""mixed_precision"": false, ""global_weight_bits"": 4, ""global_act_bits"": 8, ""layer_weight_bits"": [6, 8, 4, 8, 6], ""layer_act_bits"": [8, 6, 6, 4, 6]}}",{}
18,9,-0.8746031746031746,13.53900375366211,1828.4883,9999.0,True,,"{""arch_spec"": {""family"": ""patch_cnn"", ""input_size"": 224, ""depth"": 5, ""channels"": [192, 64, 16, 64, 24], ""kernel_size"": [3, 3, 7, 5, 3], ""block_type"": [""conv"", ""conv"", ""conv"", ""conv"", ""conv""], ""bottleneck_ratio"": [1.0, 6.0, 0.5, 0.5, 0.5], ""skip_connections"": [false, true, false, false, false], ""attention"": [""se"", ""none"", ""none"", ""none"", ""none""]}, ""quant_spec"": {""weight_bits"": [4, 6, 4, 8, 8], ""act_bits"": [6, 4, 8, 6, 6], ""symmetric"": false, ""per_channel"": true, ""mixed_precision"": true, ""global_weight_bits"": 6, ""global_act_bits"": 8, ""layer_weight_bits"": [4, 6, 4, 8, 8], ""layer_act_bits"": [6, 4, 8, 6, 6]}}",{}
